"","HINCP","RNTP","NP","BDSP","HHT_label","BLDG_AGE_dec"
"468",53790,1100,1,1,"Nonfamily household: Male householder: Living alone",0
"469",133000,1700,2,1,"Married couple household",0
"470",133000,1700,2,1,"Married couple household",0
"471",170500,1700,2,2,"Married couple household",0
"472",170500,1700,2,2,"Married couple household",0
"473",194500,1500,1,1,"Nonfamily household: Male householder: Living alone",1
"474",120000,1600,5,3,"Other family household: Male householder, no spouse present",1
"475",120000,1600,5,3,"Other family household: Male householder, no spouse present",1
"476",120000,1600,5,3,"Other family household: Male householder, no spouse present",1
"477",120000,1600,5,3,"Other family household: Male householder, no spouse present",1
"478",120000,1600,5,3,"Other family household: Male householder, no spouse present",1
"479",53900,1300,2,1,"Nonfamily household: Male householder: Not living alone",0
"480",53900,1300,2,1,"Nonfamily household: Male householder: Not living alone",0
"481",10000,1100,1,1,"Nonfamily household: Male householder: Living alone",2
"482",50000,1300,1,1,"Nonfamily household: Female householder: Living alone",2
"483",60000,1900,1,2,"Nonfamily household: Female householder: Living alone",0
"484",135500,1600,2,2,"Nonfamily household: Male householder: Not living alone",0
"485",135500,1600,2,2,"Nonfamily household: Male householder: Not living alone",0
"486",64000,1200,2,2,"Nonfamily household: Female householder: Not living alone",3
"487",64000,1200,2,2,"Nonfamily household: Female householder: Not living alone",3
"488",74000,1200,1,0,"Nonfamily household: Male householder: Living alone",0
"489",42000,2000,1,2,"Nonfamily household: Female householder: Living alone",2
"490",78000,1400,2,2,"Nonfamily household: Female householder: Not living alone",2
"491",78000,1400,2,2,"Nonfamily household: Female householder: Not living alone",2
"492",36000,960,2,1,"Nonfamily household: Female householder: Not living alone",3
"493",36000,960,2,1,"Nonfamily household: Female householder: Not living alone",3
"494",60000,980,1,0,"Nonfamily household: Male householder: Living alone",0
"495",46200,1100,2,3,"Other family household: Female householder, no spouse present",4
"496",46200,1100,2,3,"Other family household: Female householder, no spouse present",4
"497",36000,1200,1,1,"Nonfamily household: Male householder: Living alone",4
"498",130000,1400,3,2,"Other family household: Male householder, no spouse present",1
"499",130000,1400,3,2,"Other family household: Male householder, no spouse present",1
"500",130000,1400,3,2,"Other family household: Male householder, no spouse present",1
"501",205000,1500,2,1,"Married couple household",0
"502",205000,1500,2,1,"Married couple household",0
"503",90000,2000,2,2,"Married couple household",1
"504",90000,2000,2,2,"Married couple household",1
"505",350,620,4,2,"Nonfamily household: Male householder: Not living alone",1
"506",350,620,4,2,"Nonfamily household: Male householder: Not living alone",1
"507",350,620,4,2,"Nonfamily household: Male householder: Not living alone",1
"508",350,620,4,2,"Nonfamily household: Male householder: Not living alone",1
"509",91500,1200,2,2,"Married couple household",3
"510",91500,1200,2,2,"Married couple household",3
"511",109100,1200,2,0,"Nonfamily household: Male householder: Not living alone",3
"512",109100,1200,2,0,"Nonfamily household: Male householder: Not living alone",3
"513",50000,990,1,0,"Nonfamily household: Female householder: Living alone",3
"514",27100,850,2,2,"Nonfamily household: Male householder: Not living alone",3
"515",27100,850,2,2,"Nonfamily household: Male householder: Not living alone",3
"516",41100,1500,3,3,"Other family household: Male householder, no spouse present",1
"517",41100,1500,3,3,"Other family household: Male householder, no spouse present",1
"518",41100,1500,3,3,"Other family household: Male householder, no spouse present",1
"519",99000,1500,1,2,"Nonfamily household: Male householder: Living alone",2
"520",78000,1000,2,1,"Married couple household",1
"521",78000,1000,2,1,"Married couple household",1
"522",8800,870,1,2,"Nonfamily household: Male householder: Living alone",2
"523",220000,1400,2,2,"Nonfamily household: Female householder: Not living alone",2
"524",220000,1400,2,2,"Nonfamily household: Female householder: Not living alone",2
"525",9500,70,1,1,"Nonfamily household: Female householder: Living alone",6
"526",34870,1000,2,2,"Other family household: Female householder, no spouse present",1
"527",34870,1000,2,2,"Other family household: Female householder, no spouse present",1
"528",26000,960,1,1,"Nonfamily household: Male householder: Living alone",3
"529",29300,1100,2,3,"Nonfamily household: Male householder: Not living alone",4
"530",29300,1100,2,3,"Nonfamily household: Male householder: Not living alone",4
"531",110000,1500,1,1,"Nonfamily household: Female householder: Living alone",1
"532",37800,3000,1,0,"Nonfamily household: Female householder: Living alone",4
"533",54500,1800,1,1,"Nonfamily household: Male householder: Living alone",3
"534",109400,1600,5,3,"Married couple household",1
"535",109400,1600,5,3,"Married couple household",1
"536",109400,1600,5,3,"Married couple household",1
"537",109400,1600,5,3,"Married couple household",1
"538",109400,1600,5,3,"Married couple household",1
"539",98000,1300,2,3,"Nonfamily household: Female householder: Not living alone",4
"540",98000,1300,2,3,"Nonfamily household: Female householder: Not living alone",4
"541",142000,1400,2,2,"Married couple household",8
"542",142000,1400,2,2,"Married couple household",8
"543",61000,1800,4,4,"Married couple household",2
"544",61000,1800,4,4,"Married couple household",2
"545",61000,1800,4,4,"Married couple household",2
"546",61000,1800,4,4,"Married couple household",2
"547",12000,850,1,1,"Nonfamily household: Female householder: Living alone",3
"548",70000,1600,2,2,"Nonfamily household: Female householder: Not living alone",3
"549",70000,1600,2,2,"Nonfamily household: Female householder: Not living alone",3
"550",48000,1100,2,3,"Nonfamily household: Male householder: Not living alone",5
"551",48000,1100,2,3,"Nonfamily household: Male householder: Not living alone",5
"552",35600,1200,1,1,"Nonfamily household: Female householder: Living alone",0
"553",38320,550,1,1,"Nonfamily household: Male householder: Living alone",4
"554",173400,1100,2,1,"Married couple household",1
"555",173400,1100,2,1,"Married couple household",1
"556",177120,1400,1,2,"Nonfamily household: Male householder: Living alone",1
"557",27500,930,1,1,"Nonfamily household: Female householder: Living alone",4
"558",355000,2400,2,3,"Nonfamily household: Male householder: Not living alone",6
"559",355000,2400,2,3,"Nonfamily household: Male householder: Not living alone",6
"560",5000,1500,2,2,"Nonfamily household: Male householder: Not living alone",3
"561",5000,1500,2,2,"Nonfamily household: Male householder: Not living alone",3
"562",155000,1700,2,3,"Nonfamily household: Female householder: Not living alone",0
"563",155000,1700,2,3,"Nonfamily household: Female householder: Not living alone",0
"564",27800,960,1,0,"Nonfamily household: Male householder: Living alone",2
"565",77000,1100,3,1,"Married couple household",0
"566",77000,1100,3,1,"Married couple household",0
"567",77000,1100,3,1,"Married couple household",0
"568",13600,3000,1,1,"Nonfamily household: Female householder: Living alone",5
"569",104000,1200,2,2,"Married couple household",3
"570",104000,1200,2,2,"Married couple household",3
"571",45000,1000,1,1,"Nonfamily household: Female householder: Living alone",3
"572",25000,980,3,2,"Other family household: Male householder, no spouse present",8
"573",25000,980,3,2,"Other family household: Male householder, no spouse present",8
"574",25000,980,3,2,"Other family household: Male householder, no spouse present",8
"575",70000,870,1,1,"Nonfamily household: Male householder: Living alone",2
"576",16100,710,1,2,"Nonfamily household: Female householder: Living alone",5
"577",70000,1300,1,1,"Nonfamily household: Female householder: Living alone",0
"578",84300,1800,2,3,"Other family household: Female householder, no spouse present",0
"579",84300,1800,2,3,"Other family household: Female householder, no spouse present",0
"580",150000,1300,2,2,"Nonfamily household: Male householder: Not living alone",1
"581",150000,1300,2,2,"Nonfamily household: Male householder: Not living alone",1
"582",150000,1600,2,2,"Nonfamily household: Male householder: Not living alone",3
"583",150000,1600,2,2,"Nonfamily household: Male householder: Not living alone",3
"584",73000,1500,1,3,"Nonfamily household: Male householder: Living alone",3
"585",395040,3000,3,3,"Nonfamily household: Male householder: Not living alone",1
"586",395040,3000,3,3,"Nonfamily household: Male householder: Not living alone",1
"587",395040,3000,3,3,"Nonfamily household: Male householder: Not living alone",1
"588",80000,1700,3,4,"Married couple household",5
"589",80000,1700,3,4,"Married couple household",5
"590",80000,1700,3,4,"Married couple household",5
"591",80000,1300,1,2,"Nonfamily household: Female householder: Living alone",1
"592",70000,1500,3,3,"Married couple household",2
"593",70000,1500,3,3,"Married couple household",2
"594",70000,1500,3,3,"Married couple household",2
"595",75000,1800,2,2,"Nonfamily household: Female householder: Not living alone",1
"596",75000,1800,2,2,"Nonfamily household: Female householder: Not living alone",1
"597",15900,1000,2,1,"Nonfamily household: Female householder: Not living alone",5
"598",15900,1000,2,1,"Nonfamily household: Female householder: Not living alone",5
"599",50000,950,1,1,"Nonfamily household: Male householder: Living alone",5
"600",125000,3000,4,4,"Married couple household",3
"601",125000,3000,4,4,"Married couple household",3
"602",125000,3000,4,4,"Married couple household",3
"603",125000,3000,4,4,"Married couple household",3
"604",40000,1600,1,3,"Nonfamily household: Male householder: Living alone",1
"605",11500,730,1,1,"Nonfamily household: Female householder: Living alone",4
"606",295000,3000,2,2,"Married couple household",1
"607",295000,3000,2,2,"Married couple household",1
"608",75000,1000,1,1,"Nonfamily household: Male householder: Living alone",3
"609",38000,880,2,1,"Nonfamily household: Female householder: Not living alone",3
"610",38000,880,2,1,"Nonfamily household: Female householder: Not living alone",3
"611",90000,1700,2,2,"Nonfamily household: Female householder: Not living alone",3
"612",90000,1700,2,2,"Nonfamily household: Female householder: Not living alone",3
"613",60000,700,1,2,"Nonfamily household: Male householder: Living alone",4
"614",104000,910,3,2,"Married couple household",0
"615",104000,910,3,2,"Married couple household",0
"616",104000,910,3,2,"Married couple household",0
"617",32000,800,1,1,"Nonfamily household: Male householder: Living alone",5
"618",56000,1300,3,2,"Other family household: Female householder, no spouse present",2
"619",56000,1300,3,2,"Other family household: Female householder, no spouse present",2
"620",56000,1300,3,2,"Other family household: Female householder, no spouse present",2
"621",30000,1100,1,1,"Nonfamily household: Male householder: Living alone",2
